Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation,Stage (Pokémon)/Type (Energy and Trainer)_encoded,Category_encoded,Type_encoded,Weakness_encoded,strat_vector_0,strat_vector_1,strat_vector_2,strat_vector_3,strat_vector_4,strat_vector_5,strat_vector_6,strat_vector_7,strat_vector_8,strat_vector_9,strat_vector_10,strat_vector_11,strat_vector_12,strat_vector_13,strat_vector_14,strat_vector_15,strat_vector_16,strat_vector_17,strat_vector_18,strat_vector_19,strat_vector_20,strat_vector_21,strat_vector_22,strat_vector_23,strat_vector_24,strat_vector_25,strat_vector_26,strat_vector_27,strat_vector_28,strat_vector_29,strat_vector_30,strat_vector_31,strat_vector_32,strat_vector_33,strat_vector_34,strat_vector_35,strat_vector_36,strat_vector_37,strat_vector_38,strat_vector_39,strat_vector_40,strat_vector_41,strat_vector_42,strat_vector_43,strat_vector_44,strat_vector_45,strat_vector_46,strat_vector_47,strat_vector_48,strat_vector_49,strat_vector_50,strat_vector_51,strat_vector_52,strat_vector_53,strat_vector_54,strat_vector_55,strat_vector_56,strat_vector_57,strat_vector_58,strat_vector_59,strat_vector_60,strat_vector_61,strat_vector_62,strat_vector_63,strat_vector_64,strat_vector_65,strat_vector_66,strat_vector_67,strat_vector_68,strat_vector_69,strat_vector_70,strat_vector_71,strat_vector_72,strat_vector_73,strat_vector_74,strat_vector_75,strat_vector_76,strat_vector_77,strat_vector_78,strat_vector_79,strat_vector_80,strat_vector_81,strat_vector_82,strat_vector_83,strat_vector_84,strat_vector_85,strat_vector_86,strat_vector_87,strat_vector_88,strat_vector_89,strat_vector_90,strat_vector_91,strat_vector_92,strat_vector_93,strat_vector_94,strat_vector_95,strat_vector_96,strat_vector_97,strat_vector_98,strat_vector_99,strat_vector_100,strat_vector_101,strat_vector_102,strat_vector_103,strat_vector_104,strat_vector_105,strat_vector_106,strat_vector_107,strat_vector_108,strat_vector_109,strat_vector_110,strat_vector_111,strat_vector_112,strat_vector_113,strat_vector_114,strat_vector_115,strat_vector_116,strat_vector_117,strat_vector_118,strat_vector_119,strat_vector_120,strat_vector_121,strat_vector_122,strat_vector_123,strat_vector_124,strat_vector_125,strat_vector_126,strat_vector_127
889,Coalossal,ASC,120,Stage 2 Pokémon,,None/Missing,Carkol,180.0,{F},{G},,4.0,Bulky Bump,{F}●●●,220.0,Discard 3 Energy from this Pokémon.,7,3,6,3,-1.7426398,-0.8691293,-2.7359016,4.5469375,-1.1599206,-4.627505,1.8354532,1.0624084,-7.808585,-1.079188,2.6351652,-0.5843144,0.7528365,2.949285,4.2984114,0.558842,4.0207467,-1.9083315,-3.8190515,0.13911912,-1.4482473,-0.6340684,-1.7335229,-3.0101507,5.1731825,-1.0982505,-0.6697003,2.1001513,2.7957318,-2.0930862,0.8422137,-0.15116492,0.8763625,3.0635383,-8.664337,12.45904,0.492848,6.205929,4.1359963,0.8117619,-0.61184573,-2.7624469,-4.1123834,4.318033,1.2542131,3.3811007,-4.732294,5.3778076,-3.2977755,-1.4622396,8.721183,-2.7829483,-5.2247767,2.519861,0.9268594,10.595339,-0.3365692,-1.4821844,2.1017354,2.6481755,5.99442,-0.97931504,1.6696781,-1.0634702,1.1368523,0.47977692,0.48570406,2.5750604,10.225058,3.0753634,0.6986943,-4.0635185,-4.5738854,-1.3158551,2.0922425,2.834033,2.5235384,-0.1689663,0.3348202,-2.1479704,-5.52403,2.4395263,-1.8912855,-0.31083,-2.1702983,7.6710615,1.3380762,-4.966171,2.96402,-1.3170886,-2.651317,-6.2700233,4.4126883,-1.7453834,-0.21001644,-2.048972,-1.4968833,0.30168885,2.7470129,-0.97052544,-0.14288853,1.491549,-1.9621918,2.1695986,4.005002,-2.774367,-1.0741116,0.5526247,-1.6404104,-1.0325392,1.9451853,-2.710603,-4.0485663,-5.882804,-0.24742408,-2.1221638,-4.234563,-3.9473593,12.123745,-3.2140496,5.714073,-0.7482511,6.7494783,-2.8842633,-1.8564653,-0.37734467,-1.9746125,0.4001948
540,Krookodile,BLK,59,Stage 2 Pokémon,,None/Missing,Krokorok,170.0,{D},{G},,3.0,Cursed Slug,{D}{D}●,120.0,"If your opponent has 3 or fewer cards in their hand, this attack does 120 more damage.",7,3,5,3,-1.3568534,1.3165879,-1.3098198,1.2328749,0.44041014,-6.8295536,1.4191915,-0.65640694,-3.255919,1.4423048,2.542623,-0.5437346,0.70891064,-0.7090676,5.3053594,-0.87144524,2.660231,-1.7910708,-2.0088806,-1.8430351,-0.3127668,-1.7725366,0.34562957,-1.8868929,2.0522063,0.9815548,-0.88133645,0.91348296,2.2266634,0.56475174,-1.7204648,-1.7627577,1.8510445,1.3819714,-5.107609,12.312582,0.8471639,3.3697116,3.3676162,1.6397885,2.143991,-2.4571977,0.28368455,3.1183646,0.8855324,6.972865,-2.9839437,1.596644,-2.7224405,2.163688,9.204273,-6.105005,-3.725561,1.0819904,1.354265,0.20851186,0.5993137,-1.009995,0.5564076,-0.008320999,3.3736408,-0.78339875,1.2401729,0.9685918,-1.8728338,1.1741066,-0.06437205,-0.11752866,8.33597,2.4464676,0.1382272,-3.0789852,0.17761876,-3.0507534,0.39433572,3.3358922,1.2310227,0.85695493,-0.9636503,1.3955336,-4.8285747,-0.13735545,-1.9577223,0.41939855,0.835066,5.64046,1.6476511,-4.86466,0.29191226,-0.6820826,-0.86154133,-4.118449,1.4053344,-1.6166189,0.39408845,2.0320816,0.1465674,-0.37080905,1.490317,-1.355726,-0.015181168,0.41695738,0.94731194,2.4830697,2.1223578,-2.4333587,-0.22819902,-0.39875603,-1.4927098,0.19397423,5.7939277,-2.2030015,-1.8962088,-2.0037022,-1.6208618,-0.16223566,-6.3737545,-3.7932475,5.9941597,-0.7402493,3.8056438,-0.24100865,1.1088501,-1.3843012,-1.946135,-1.4203361,0.24570934,0.48939154
356,Ethan's Magcargo,DRI,36,Stage 1 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Slugma,130.0,{R},{W},,3.0,[Ability] Melt Away,,0.0,"If this Pokémon has no Energy attached, it has no Retreat Cost.",6,16,11,8,-0.6679353,0.35458422,-0.9902266,0.83139485,-0.7303839,2.664591,-0.23521034,0.87423235,-6.6616454,-0.46259212,-0.76582277,-2.0773342,2.372682,-1.048394,3.1868052,0.8299766,5.5948524,2.4113219,-2.238139,0.39601904,2.5628278,-0.66379493,0.44732574,0.5881717,0.044501547,-1.3239062,-0.5891895,0.3542394,-0.6347286,-0.45552734,2.5274165,0.48915538,3.155863,1.4562757,-2.7556121,9.167791,1.5253149,3.8313181,3.0346754,1.3237134,2.0055861,-1.5846454,-3.3079033,3.724459,1.1760464,3.7873096,-0.3520251,0.25578007,-4.524809,-0.14240041,7.1486063,1.83377,-1.4885542,2.3384519,2.125534,1.0638181,-0.81583554,0.40719312,1.7480841,3.7635164,5.609912,0.67074645,0.51362324,0.94071555,2.1032977,0.09176276,-0.9951789,1.0398887,2.510723,0.051062673,-1.6887417,-0.23144895,-4.222616,-1.4627818,1.544059,0.67977405,0.9490287,-0.85884655,0.9272335,0.16297941,-0.20263126,1.4733268,0.6184943,0.28048584,-2.235978,1.7425829,2.0368903,-2.9901881,-1.4149339,0.6625151,-0.27424133,-4.4483094,2.183411,-0.5048736,-1.2859691,-1.2945584,-4.4804273,0.9682663,-1.6119322,-1.2833657,0.086514555,0.11157307,-0.9338848,3.9066796,1.9554545,-3.1530128,1.0029662,-0.77130383,-1.245245,0.79224,3.830123,-2.3718472,-0.0032443344,-2.6780796,0.04408722,-0.59115213,-0.41987798,-1.5280719,3.9255214,-6.294138,4.3537655,-0.34347856,3.8222296,0.67804044,-1.0154659,-1.8315114,-0.94318837,-0.81153506
83,Farigiraf ex,TEF,108,Stage 1 Pokémon,Pokémon ex,Tera(Darkness),Girafarig,260.0,{D},{G},,2.0,[Ability] Armor Tail,,0.0,Prevent all damage done to this Pokémon by attacks from your opponent’s Basic Pokémon {ex}.,6,5,5,3,-1.2530763,-0.8218399,-2.3996022,-1.9375098,-0.30114087,4.0613437,0.89296246,0.5949172,-1.9105592,-2.1987193,-1.3036582,-1.7779636,3.5567472,1.1396259,3.7954118,1.7080202,5.399034,3.4334943,-2.54072,0.8195815,1.0178925,-0.39800677,-1.3050071,0.9219148,0.44536978,-2.8991532,-0.6491666,1.1075066,-2.111157,0.32161543,-0.35027614,0.33784315,3.8370426,-1.0095048,-6.0472016,8.315434,-1.3057138,1.5745621,3.4025083,0.40618807,2.281435,-3.617231,-2.6544945,2.448295,2.5347736,6.6884193,-5.556716,0.39089543,-3.2867355,1.5444903,6.656358,-3.0762677,-0.33886594,2.7590873,2.861355,1.2260239,-2.6486156,-1.6527675,0.8112572,2.9492292,3.3077557,-0.7073822,1.6100794,2.3923514,3.1426132,1.0548476,-1.2407047,-0.7456757,12.061529,2.1761618,-1.8496625,-1.3464186,-1.5360019,-4.034743,-0.13366958,1.5747765,2.1430848,-0.74031305,1.8930353,3.1816785,-6.04468,0.3978338,-2.1371584,-0.038031317,-3.6662343,2.8496175,0.5294586,-4.0553637,-1.8814774,-0.79230255,-2.1074443,-6.664854,3.1067333,-0.80490154,-0.4710712,-1.2174263,-0.6675843,-0.6660519,0.7616068,-0.5045717,-2.4666665,0.38537055,-1.0353639,-0.24288768,-0.85513854,0.8985863,-0.33478788,-0.6382995,-2.9041135,-2.4324179,3.2191348,-1.696138,-3.0196137,-2.2894204,0.8961919,-1.7051303,-1.1843101,-3.1226084,2.3866522,-2.8019032,5.61455,-1.0601166,3.3260345,-1.4882658,-2.2928636,-1.6678528,1.3768158,-3.1899178
416,Huntail,DRI,55,Stage 1 Pokémon,,None/Missing,Clamperl,110.0,{W},{L},,1.0,Wave Splash,{W}●●,80.0,,6,3,13,4,-1.7388393,2.5018003,-0.5433511,2.99358,0.10370685,-5.8618093,0.7563667,-0.6046823,-4.8547254,2.0071368,2.621593,-0.31157777,-0.26989922,-0.23233517,5.18766,-0.35588783,3.5393832,-0.734911,-1.763378,-2.4641366,-0.21688326,-1.9278866,0.89413744,-1.2036221,1.583938,0.70690256,-1.0285302,0.3081472,2.141691,0.08348555,-0.5733356,-0.3953509,1.3354701,1.787678,-4.5362883,11.2181425,1.7871947,4.390042,3.6523254,1.3479486,1.3525599,-2.0015876,1.2865888,3.6855764,0.2791795,5.814073,-0.84795326,1.2755772,-2.7241507,1.9743441,8.234483,-4.402871,-4.393118,0.8430199,0.9001523,0.024802357,1.090053,-0.620057,0.9344474,0.5374206,3.122304,-0.38865623,0.52776337,0.3619441,-1.9336544,1.2657456,-0.285667,0.62796307,5.026506,1.9368831,0.1690265,-3.174745,-1.4535087,-2.6698847,0.3264383,2.7120147,0.9582289,0.11861228,-1.4274162,0.3668669,-2.7440696,0.3565328,-0.7867135,0.39383894,0.25969186,4.9129686,2.1397824,-5.239619,0.48581737,-0.26783967,-0.6592309,-4.3471193,1.6042176,-0.20135607,-1.182537,2.3711488,-2.2684357,-0.16106571,0.731848,-1.6750594,0.78875214,-0.08200899,0.99419594,3.310318,2.8793254,-3.8830042,0.5966298,-0.5964502,-0.97017866,0.92398643,6.601691,-1.9376068,-1.6809145,-2.5283058,-2.1145833,0.542126,-4.7216825,-3.2199893,6.0967827,-3.5958223,3.1990328,-0.15357904,0.48424637,-0.6693946,-1.4086456,-1.8168617,0.7467799,1.0954726
223,PalossandEX,SSP,91,Stage 1 Pokémon,Pokémon ex,Tera(Stellar),Sandygast,280.0,{P},{D},{F},4.0,Barite Jail,{W}{P}{F},0.0,Put damage counters on each of your opponent’s Benched Pokémon until its remaining HP is 100.,6,11,10,1,-0.71157336,-0.74525696,-2.9265416,-1.8345395,-0.8358821,5.0701914,0.90425855,0.7223558,-3.138024,-2.0591872,-1.5993252,-2.0325027,3.253263,1.267262,4.7731705,1.915133,6.1108522,3.4272058,-2.6263828,1.1377605,1.1569318,0.13918735,-0.709304,0.4329275,0.73615474,-2.1991482,-0.4606041,1.1297843,-2.2106268,0.56535447,0.93808335,0.815659,4.0909348,-1.3312429,-5.8246546,8.727396,-1.5819508,1.9221094,3.3231385,0.39730293,3.1823351,-3.2369819,-4.8103657,3.4445574,3.3766892,5.471702,-5.8990064,0.119820245,-3.392311,1.3095653,7.3308525,-2.8157082,-0.4400015,2.8978648,3.2624812,1.620774,-2.8979895,-0.92056227,1.0245132,3.4596999,4.106097,-1.2184789,1.7440672,2.79914,3.4097986,0.16673285,-1.3657677,0.08942349,11.628005,1.7655514,-2.1786516,-0.9819685,-2.6118448,-4.0737715,-0.08217015,1.35471,1.7444504,-0.6795811,1.6486567,2.9354475,-5.900714,0.028661074,-2.3642483,-0.08768947,-4.3056393,2.7300668,0.34882745,-4.0973997,-2.2536767,-0.5146687,-2.31867,-7.604234,2.8885965,-1.6300237,-0.6858663,-1.7266719,-1.5436249,0.09955048,1.085405,-0.38397175,-2.4281828,0.5076791,-1.7840952,0.34378755,-1.024554,1.2258989,-0.07690564,-0.13827905,-3.3356237,-3.055518,1.7848997,-2.2840164,-2.8643286,-2.6016703,1.1970496,-2.2214296,-1.880019,-2.5211048,2.2392592,-2.8712149,5.7792087,-1.0126944,4.8220296,-1.4988844,-2.2597306,-1.239618,1.1606306,-3.5558665
725,Clawitzer,MEG,38,Stage 1 Pokémon,,None/Missing,Clauncher,130.0,{W},{L},,2.0,[Ability] Fall Back to Reload,,0.0,"Once during your turn, when this Pokémon moves from the Active Spot to your Bench, you may use this Ability. Attach up to 2 Basic {W} Energy cards from your hand to this Pokémon.",6,3,13,4,-0.96326745,0.40673727,-0.19330387,0.5493551,-0.31997067,0.16201578,0.51826,-0.19864513,-3.347355,-0.5046726,-1.211988,-1.1984794,0.5931231,-0.82573956,2.9528394,1.0489357,5.7581835,1.5821877,-2.8541107,-0.99656266,2.3786316,-1.6114717,0.12502357,0.6110531,0.07395292,-2.0795968,-0.3251912,0.30737182,-0.31795973,-1.162489,1.3771936,0.10097871,3.206619,0.23101719,-3.9329622,9.736783,0.69462717,3.406651,3.918297,0.823996,1.2953022,-1.073064,-1.1370354,2.4882395,0.577256,6.5252485,-3.025368,0.042204086,-4.2643948,1.2442241,6.5036707,0.09288864,-1.2541741,2.891036,1.6546985,-2.2282321,-1.6593846,-1.455118,1.7782987,3.2491016,4.1212096,-0.16672613,0.34708917,1.1127478,1.4701593,0.71300614,-1.3644388,-0.43915412,4.2999187,2.5556822,-1.2350054,-0.69178647,-1.2659088,-2.1736674,1.3726845,1.5609156,0.94803256,0.010503294,2.0211878,1.0360817,-1.3527696,0.58240694,0.21397315,-0.056391753,-2.3133485,2.2486956,1.5493443,-3.8721156,-1.1809044,0.33890846,-1.2635665,-5.308221,2.785547,-0.16868107,-1.0401614,0.6390208,-4.4702787,-0.11205653,-1.6012937,-1.1577176,-0.9078998,0.00659848,0.40138406,3.844359,0.88006127,-1.8053851,0.46434182,-2.4165854,-1.0479809,0.783153,7.1410885,-1.1579487,0.18002683,-2.4363437,-0.26699668,0.036008634,0.6583562,-2.2655382,3.066555,-6.0415306,4.9035435,-0.40502122,1.6886431,0.69098175,-1.5972191,-2.3839025,0.81101906,-1.952224
1009,Larry's Komala,ASC,175,Basic Pokémon,,Trainer's Pokémon（Larry）,,90.0,{C},{F},,2.0,[Ability] Lethargic Charge,,0.0,"Once during your turn, if this Pokémon is on your Bench, you may use this Ability. Attach an Energy card from your hand to your Active Larry’s Pokémon.",1,19,3,2,-1.9505055,1.2113054,-0.4861309,-0.9338693,1.0347586,3.633401,0.018642586,-0.08359309,-7.5324664,0.35772747,-0.1268732,-2.208221,5.2758923,-1.4469243,0.8865274,-0.5575404,4.6545734,1.4332775,-0.5161044,0.61953205,0.7612255,-1.3944478,-2.7306793,0.43590915,-1.1154901,0.015195361,-2.5486495,-0.8226554,-0.5017918,-0.002467713,-0.063826025,-1.738514,1.777209,1.6249723,-2.6803908,9.079852,2.8233202,0.12721555,3.5298123,2.1505594,1.1561873,-4.0747094,-0.43282676,3.8713057,-0.3645959,3.191311,3.6712112,0.42834353,-3.395896,0.31311533,6.5514016,0.19499664,-3.3490567,1.5502796,2.7548378,3.6139889,1.4282035,1.559355,1.7785952,3.2257087,4.99141,2.9696527,0.96530336,0.092638835,3.0047271,-1.230422,-1.0500752,1.0133659,5.204738,-2.9324548,-0.12724835,-1.9899642,-3.9324353,-2.5435088,1.267281,-1.1701223,1.2082497,-2.7687664,-1.4181088,-0.3907436,-0.5156183,2.7992303,0.28659794,1.3655086,1.0512265,1.141576,1.5785393,-1.4582843,-0.52712435,0.8884828,1.2841727,-1.3599654,1.7871749,4.3040967,0.4153823,-1.6039797,2.443609,0.06321234,-0.9002209,-2.488727,2.4192858,0.6306798,0.10602199,1.9787074,2.9529676,-3.442181,0.068193644,1.1392483,-2.8570993,0.8903714,1.1665765,-3.0407245,-0.6735212,-1.8203825,-0.45150283,-0.34550864,-5.2648664,-2.1034966,3.2848794,-3.3014889,2.2352805,-0.3533149,6.1196375,-1.5490143,-1.1414233,-0.4709961,-2.799479,2.7650745
766,Mega Diancie ex,PFL,41,Basic Pokémon,Mega Pokémon ex,None/Missing,,270.0,{P},{M},,1.0,[Ability] Diamond Coat,,0.0,This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).,1,3,10,5,-2.1486769,-0.8735247,-3.2598476,-0.9950478,0.0146111995,1.9634057,0.38062447,1.2181522,-1.135373,-2.075977,-0.2541102,-1.1086726,5.288517,2.6552155,3.342412,1.4835613,3.6533813,4.825851,-2.475075,-0.1224093,0.91962403,-0.694932,-3.0549495,1.1416552,1.5898998,-4.115656,-0.8906074,2.2016852,-1.7263213,-0.6107879,-2.7176592,-0.92218447,3.4390361,0.37475288,-8.599005,8.83806,-1.1031575,1.2594998,4.0884995,-0.09778316,0.44682506,-3.9086442,0.15547946,2.05229,1.1810968,9.784956,-4.7722826,0.56831855,-2.666227,1.5081737,5.93831,-3.9609976,-1.0821394,2.531244,1.5875335,3.9510982,-2.1471322,-3.0608559,0.2753149,2.3532085,2.2789729,1.0330338,1.7151973,2.2662187,3.7159793,2.6232164,-1.5428646,-1.2513981,15.326413,2.9681284,-1.1991869,-2.4462411,-0.6040251,-4.52348,-0.69211006,2.8787932,2.6170182,-0.6048387,1.6228918,4.4238143,-8.363005,1.6003898,-2.0731945,0.09444537,-3.082176,2.8780532,0.7480784,-4.934571,-0.9072807,-0.79486406,-1.5114652,-6.0222397,4.7573047,1.030149,0.5485823,-1.6414942,1.4464213,-1.4363471,0.29502445,0.3282872,-2.3404436,-0.9049842,-0.4514718,-1.8993841,0.79419476,-0.8414687,-1.744592,-1.4178758,-2.417755,-1.3825758,4.36288,-0.5221993,-3.47104,-2.516661,2.071531,-0.4826667,-0.3225386,-4.9416213,2.6193697,-4.4171247,5.580812,-1.4550781,1.9545307,-1.5214059,-2.5068314,-2.2252884,0.7146131,-1.6737509
877,Rotom,ASC,92,Basic Pokémon,,None/Missing,,60.0,{P},{D},{F},1.0,Gadget Show,●●,30.0,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.,1,3,10,1,-0.7527573,3.6416035,-0.74454427,4.1095467,0.45531037,-2.342406,0.53695357,-0.700671,-6.9457593,1.5695336,3.4932952,0.077869825,-0.4255347,0.3720244,4.241136,0.58814436,3.7568223,3.2440963,-1.7163054,-1.707218,1.4345385,-2.0011942,2.053311,1.1864612,1.8593259,-1.1472561,-1.6291953,0.97228503,1.0228704,-0.28421158,-2.3314915,0.6435361,2.002552,2.3615756,-2.4811392,11.461716,2.9716663,4.2080355,3.6601145,0.8121218,-1.3673872,-1.9911442,4.2576966,3.9264996,-0.60807663,3.7815213,3.90301,2.0884109,-0.19432561,0.69943875,3.0624573,-3.449694,-3.7686088,1.0099219,1.255339,0.67024964,2.3144126,0.2091865,-0.07688038,2.6810145,1.3543615,1.7305263,-0.9783463,-0.59197176,-1.7705792,3.1281917,-1.3465087,1.9491248,3.4309735,0.10718998,0.45433545,-4.655943,-3.3396275,-4.5015965,-0.15222025,2.3456533,0.63680273,-2.137001,-3.9456394,-1.2390603,-5.3619018,0.7761871,0.27499476,0.29011527,1.0828146,3.261694,1.1538112,-6.5131,2.0217102,0.83930457,-0.27759558,-2.551869,3.2131069,3.6154134,-1.6876092,-0.66525924,-1.995689,0.77590543,-0.073467426,-2.1528192,3.236223,-1.0059228,-0.09907899,-1.2404083,1.2430373,-8.9611225,0.16879058,-1.5919997,-0.71400213,1.3530122,8.603392,-2.0574143,-1.9075203,-0.8021068,-5.4431095,-0.12998231,-3.0590377,-3.2900145,5.7700634,-5.076908,3.1616697,0.8357343,0.5295971,-1.4380935,-1.4254667,-1.0612699,0.42540476,-0.028224183
1255,Postwick,JTG,154,Stadium,,None/Missing,,0.0,None/Missing,None/Missing,,,,,0.0,Attacks used by Hop’s Pokémon (both yours and your opponent’s) do 30 more damage to the opponent’s Active Pokémon (before applying Weakness and Resistance).,5,3,0,0,-11.328199,-17.151485,-0.6734402,-9.947892,2.283178,6.9119678,-1.768616,-4.2436094,8.3218355,-6.852485,-6.688661,1.0602967,-5.782533,0.51656324,-1.7069392,-5.1486106,-4.9870768,9.9801855,10.4371805,-3.215766,-1.6339704,-13.497601,-6.6742635,-14.220828,14.35308,-8.059381,-3.5926127,9.679732,-19.79672,3.782799,-1.2345821,-6.4761667,17.176655,13.526636,8.643468,-12.129,2.7998066,-3.9180932,-15.463807,-3.3641255,-2.7817988,0.20145886,-5.7490463,-10.616967,5.794081,-7.9014344,-11.56268,-9.204161,18.550177,4.4862843,-4.4133677,10.22258,13.192591,10.514061,2.4380932,-1.9004483,-9.113097,2.796794,-1.409765,19.116718,-20.815283,0.58558714,19.420351,8.8587675,-7.0487013,-4.76986,-2.6600323,-1.8950288,-9.056582,-3.5847456,-4.5092444,19.13368,-10.333745,10.811977,1.4238291,-4.2722816,6.3542075,5.227597,0.9234944,15.466021,5.356263,1.928086,-4.074571,-9.1191025,6.7054625,-0.13980335,-3.444903,20.35025,-9.488826,4.8237195,-12.078685,-0.271473,-6.487749,-3.5176373,-0.7395927,-11.712617,-10.855338,-6.802606,-18.93447,-8.264377,-8.90167,2.684054,-2.0115306,-14.882908,7.460191,5.787415,-17.267939,-6.321423,1.7290248,-2.3785696,-2.5540948,4.6829906,7.198896,9.408263,-5.039212,-2.0422063,3.4115527,-4.077196,-4.9514604,-3.8928175,4.283154,-15.670016,-2.6021729,1.2774228,-4.6616592,-12.14467,14.939375,0.8178201
1235,Waitress,ASC,215,Supporter,,None/Missing,,0.0,None/Missing,None/Missing,,,,,0.0,Look at the top 6 cards of your deck and attach a Basic Energy card you find there to 1 of your Pokémon. Shuffle the other cards back into your deck.,8,3,0,0,-4.951635,-23.793264,-1.0056845,-15.395793,-5.2275434,14.369236,-6.0147347,-5.033124,8.587033,-1.206366,-9.444692,3.3795528,-10.660955,-6.4714656,-2.583449,-7.763941,-13.094804,24.761723,4.822411,-8.94699,5.447085,-7.1047416,-5.4257565,-20.35474,30.059101,-11.803453,-8.724397,15.189835,-33.0156,-6.451072,-6.798261,-7.285272,23.864185,23.283253,13.914112,-8.162972,1.9463768,-8.721812,-27.77325,-7.9655447,0.98782134,-1.7557452,-8.326183,-14.698705,21.563675,-15.120314,-10.890382,-8.379869,27.833757,4.947649,-12.31544,7.9365864,26.941545,10.801099,7.54217,1.1455454,0.95481664,2.6730256,-0.35661206,40.425285,-25.281765,9.3496,22.580687,9.477348,-9.119644,-0.18628055,-2.3877501,-1.4758931,-7.297955,3.4505312,-8.697182,23.871662,-13.159484,17.440266,7.023157,-5.6828136,-0.5298477,2.5720599,-2.07613,16.501984,2.3055975,-5.131473,-0.51371366,-13.406627,10.257848,1.3427577,-2.598861,29.43033,-14.010789,-3.485645,-27.862928,5.440583,-3.7934964,-10.349476,-4.3385024,-18.422947,-13.764741,-2.6903238,-32.51767,-2.988258,-6.849492,0.2844401,-2.025645,-19.429985,5.1500077,6.2,-25.76709,-10.998438,-1.2378427,4.1151457,-0.68910766,4.757319,0.9608557,8.148804,-13.465948,-14.697578,6.698452,-9.113871,-0.36380723,0.46833256,9.591798,-7.449458,-5.1474953,-0.48521245,-12.216458,-23.452686,23.535269,-4.396106
1248,Academy at Night,SFA,54,Stadium,,None/Missing,,0.0,None/Missing,None/Missing,,,,,0.0,"Once during each player’s turn, that player may put a card from their hand on top of their deck.",5,3,0,0,-11.328199,-17.151485,-0.6734402,-9.947892,2.283178,6.9119678,-1.768616,-4.2436094,8.3218355,-6.852485,-6.688661,1.0602967,-5.782533,0.51656324,-1.7069392,-5.1486106,-4.9870768,9.9801855,10.4371805,-3.215766,-1.6339704,-13.497601,-6.6742635,-14.220828,14.35308,-8.059381,-3.5926127,9.679732,-19.79672,3.782799,-1.2345821,-6.4761667,17.176655,13.526636,8.643468,-12.129,2.7998066,-3.9180932,-15.463807,-3.3641255,-2.7817988,0.20145886,-5.7490463,-10.616967,5.794081,-7.9014344,-11.56268,-9.204161,18.550177,4.4862843,-4.4133677,10.22258,13.192591,10.514061,2.4380932,-1.9004483,-9.113097,2.796794,-1.409765,19.116718,-20.815283,0.58558714,19.420351,8.8587675,-7.0487013,-4.76986,-2.6600323,-1.8950288,-9.056582,-3.5847456,-4.5092444,19.13368,-10.333745,10.811977,1.4238291,-4.2722816,6.3542075,5.227597,0.9234944,15.466021,5.356263,1.928086,-4.074571,-9.1191025,6.7054625,-0.13980335,-3.444903,20.35025,-9.488826,4.8237195,-12.078685,-0.271473,-6.487749,-3.5176373,-0.7395927,-11.712617,-10.855338,-6.802606,-18.93447,-8.264377,-8.90167,2.684054,-2.0115306,-14.882908,7.460191,5.787415,-17.267939,-6.321423,1.7290248,-2.3785696,-2.5540948,4.6829906,7.198896,9.408263,-5.039212,-2.0422063,3.4115527,-4.077196,-4.9514604,-3.8928175,4.283154,-15.670016,-2.6021729,1.2774228,-4.6616592,-12.14467,14.939375,0.8178201
1215,Ethan's Adventure,DRI,165,Supporter,,None/Missing,,0.0,None/Missing,None/Missing,,,,,0.0,"Search your deck for up to 3 in any combination of Ethan’s Pokémon and Basic {R} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",8,3,0,0,-4.951635,-23.793264,-1.0056845,-15.395793,-5.2275434,14.369236,-6.0147347,-5.033124,8.587033,-1.206366,-9.444692,3.3795528,-10.660955,-6.4714656,-2.583449,-7.763941,-13.094804,24.761723,4.822411,-8.94699,5.447085,-7.1047416,-5.4257565,-20.35474,30.059101,-11.803453,-8.724397,15.189835,-33.0156,-6.451072,-6.798261,-7.285272,23.864185,23.283253,13.914112,-8.162972,1.9463768,-8.721812,-27.77325,-7.9655447,0.98782134,-1.7557452,-8.326183,-14.698705,21.563675,-15.120314,-10.890382,-8.379869,27.833757,4.947649,-12.31544,7.9365864,26.941545,10.801099,7.54217,1.1455454,0.95481664,2.6730256,-0.35661206,40.425285,-25.281765,9.3496,22.580687,9.477348,-9.119644,-0.18628055,-2.3877501,-1.4758931,-7.297955,3.4505312,-8.697182,23.871662,-13.159484,17.440266,7.023157,-5.6828136,-0.5298477,2.5720599,-2.07613,16.501984,2.3055975,-5.131473,-0.51371366,-13.406627,10.257848,1.3427577,-2.598861,29.43033,-14.010789,-3.485645,-27.862928,5.440583,-3.7934964,-10.349476,-4.3385024,-18.422947,-13.764741,-2.6903238,-32.51767,-2.988258,-6.849492,0.2844401,-2.025645,-19.429985,5.1500077,6.2,-25.76709,-10.998438,-1.2378427,4.1151457,-0.68910766,4.757319,0.9608557,8.148804,-13.465948,-14.697578,6.698452,-9.113871,-0.36380723,0.46833256,9.591798,-7.449458,-5.1474953,-0.48521245,-12.216458,-23.452686,23.535269,-4.396106
